closingDate,contractSize,contractLength,contractID,paymentDate
2016/06/06,120.0,2,DKU-6d2x36-0001,2016/09/16
2016/06/07,110.0,3,DKU-ba3egt-0002,2016/08/28
2016/06/07,135.0,1,DKU-8ay9ra-0001,2016/09/10
2016/06/07,87.0,1,DKU-rjmbyi-0003,2016/09/09
2016/06/08,70.0,3,DKU-sydk1g-0001,2016/09/13
2016/06/08,185.0,2,DKU-ywbk4t-0001,2016/09/22
2016/06/08,157.0,2,DKU-vz67rv-0002,2016/08/31
2016/06/08,65.0,3,DKU-l7v422-0001,2016/10/03
2016/06/09,95.0,1,DKU-6f7s7a-0001,2016/09/10
2016/06/09,50.0,1,DKU-xwq1va-0001,2016/09/23
2016/06/09,270.0,3,DKU-y53q90-0003,2016/08/14
2016/06/09,75.0,1,DKU-aa90jf-0001,2016/09/26
2016/06/10,97.0,2,DKU-h7buii-0002,2016/10/02
2016/06/10,317.0,3,DKU-9rc0mt-0002,2016/09/21
2016/06/10,115.0,2,DKU-lhunwk-0001,2016/08/22
2016/06/10,90.0,3,DKU-6r8gxg-0002,2016/08/21
2016/06/11,127.0,1,DKU-74frx8-0003,2016/10/07
2016/06/11,50.0,3,DKU-c7yvie-0001,2016/09/04
2016/06/11,108.0,1,DKU-57bfyk-0003,2016/08/14
2016/06/12,117.0,1,DKU-tt2fvv-0002,2016/07/24
2016/06/12,87.0,3,DKU-dco7k0-0003,2016/08/27
2016/06/13,160.0,1,DKU-84n3mj-0001,2016/09/30
2016/06/13,145.0,2,DKU-gfeckk-0001,2016/08/28
2016/06/13,92.0,1,DKU-okgr5k-0002,2016/09/12
2016/06/13,75.0,3,DKU-ku4o9e-0002,2016/08/25
2016/06/13,271.0,3,DKU-8r6jj3-0003,2016/09/19
2016/06/14,278.0,3,DKU-02w6ns-0003,2016/09/13
2016/06/15,105.0,3,DKU-3ddocl-0001,2016/09/11
2016/06/15,50.0,2,DKU-m2ua8x-0001,2016/09/04
2016/06/15,75.0,1,DKU-isjhkz-0002,2016/10/09
2016/06/16,50.0,2,DKU-4gxmsp-0001,2016/09/01
2016/06/16,115.0,1,DKU-xa93go-0001,2016/08/19
2016/06/16,112.0,2,DKU-ovnifg-0002,2016/09/09
2016/06/16,75.0,1,DKU-ncmb2s-0002,2016/08/26
2016/06/17,85.0,3,DKU-3itcfu-0001,2016/09/04
2016/06/17,75.0,1,DKU-1zho4y-0002,2016/09/29
2016/06/17,170.0,2,DKU-h5gypn-0001,2016/10/14
2016/06/17,60.0,3,DKU-a26pgz-0001,2016/09/13
2016/06/17,75.0,1,DKU-vsdlun-0002,2016/09/15
2016/06/18,90.0,2,DKU-i4yeof-0002,2016/09/20
2016/06/18,527.0,2,DKU-icb6z3-0003,2016/08/25
2016/06/18,50.0,1,DKU-ormxe9-0001,2016/10/19
2016/06/18,175.0,1,DKU-ddqgbw-0001,2016/09/12
2016/06/18,100.0,3,DKU-k90te9-0001,2016/09/28
2016/06/18,160.0,1,DKU-xjqe4v-0002,2016/10/10
2016/06/18,167.0,3,DKU-m4y4il-0002,2016/09/01
2016/06/18,65.0,3,DKU-x5jxad-0001,2016/09/19
2016/06/19,145.0,3,DKU-sxawew-0001,2016/09/12
2016/06/19,80.0,1,DKU-wkt726-0001,2016/10/15
2016/06/19,145.0,2,DKU-wl6jwr-0001,2016/10/03
2016/06/19,125.0,3,DKU-ta2z0d-0002,2016/09/19
2016/06/20,170.0,2,DKU-i1dx4k-0003,2016/09/06
2016/06/20,70.0,3,DKU-h0bn7j-0001,2016/09/28
2016/06/20,55.0,2,DKU-jjeq1e-0001,2016/10/05
2016/06/20,195.0,1,DKU-ezk0c7-0001,2016/10/21
2016/06/20,295.0,1,DKU-v4qyjv-0002,2016/09/19
2016/06/20,317.0,3,DKU-o0xrar-0003,2016/09/11
2016/06/20,60.0,2,DKU-ogasml-0001,2016/09/07
2016/06/20,50.0,3,DKU-5a46r9-0001,2016/09/11
2016/06/21,80.0,2,DKU-ro5738-0001,2016/09/01
2016/06/21,326.0,3,DKU-ocdkie-0003,2016/09/05
2016/06/21,50.0,2,DKU-r6u5v8-0001,2016/09/24
2016/06/21,250.0,3,DKU-qob45f-0001,2016/10/12
2016/06/22,75.0,3,DKU-w70vz6-0002,2016/10/13
2016/06/22,290.0,3,DKU-likjhx-0001,2016/10/04
2016/06/23,80.0,3,DKU-k9gx0t-0001,2016/09/18
2016/06/25,207.0,1,DKU-7qnwzq-0002,2016/11/11
2016/06/25,221.0,1,DKU-070y6v-0003,2016/08/28
2016/06/25,90.0,2,DKU-nd45wi-0002,2016/08/21
2016/06/26,55.0,2,DKU-tmc2zf-0001,2016/09/11
2016/06/26,222.0,3,DKU-l0jowg-0002,2016/10/09
2016/06/26,75.0,2,DKU-wqka7x-0002,2016/09/14
2016/06/27,75.0,2,DKU-hi4lfx-0002,2016/09/09
2016/06/27,110.0,3,DKU-jhxom8-0001,2016/09/23
2016/06/27,90.0,3,DKU-xsbfyz-0001,2016/10/31
2016/06/28,195.0,2,DKU-gazyei-0001,2016/08/22
2016/06/28,290.0,2,DKU-t0ge0n-0001,2016/11/03
2016/06/30,205.0,2,DKU-olip7g-0002,2016/10/02
2016/06/30,82.0,1,DKU-psaj67-0002,2016/11/16
2016/07/01,95.0,1,DKU-jmqcu9-0001,2016/09/27
2016/07/01,173.0,1,DKU-0cy1pq-0003,2016/10/20
2016/07/01,70.0,3,DKU-mrhi6o-0001,2016/11/08
2016/07/01,150.0,1,DKU-sw6dv6-0001,2016/10/06
2016/07/01,110.0,1,DKU-yjcid2-0001,2016/09/21
2016/07/02,140.0,2,DKU-inrzea-0002,2016/09/07
2016/07/02,50.0,1,DKU-ut2sld-0001,2016/10/21
2016/07/02,50.0,1,DKU-afotsx-0001,2016/09/29
2016/07/02,75.0,2,DKU-61xsnd-0002,2016/11/10
2016/07/03,75.0,3,DKU-pi4q4h-0001,2016/11/07
2016/07/03,105.0,1,DKU-gzjstv-0001,2016/10/27
2016/07/04,258.0,2,DKU-pnrk2a-0003,2016/10/14
2016/07/04,260.0,2,DKU-04a3fw-0001,2016/10/05
2016/07/04,55.0,2,DKU-q0awg5-0001,2016/09/16
2016/07/06,200.0,3,DKU-f8zo98-0001,2016/09/29
2016/07/06,75.0,3,DKU-v0p7e4-0001,2016/10/06
2016/07/07,85.0,2,DKU-zrq991-0001,2016/10/18
2016/07/07,140.0,3,DKU-u368h4-0001,2016/09/13
2016/07/07,220.0,3,DKU-zd8xso-0002,2016/11/01
2016/07/08,140.0,1,DKU-6q3nup-0001,2016/09/15
2016/07/08,50.0,1,DKU-wu0yxs-0001,2016/09/26
2016/07/08,310.0,2,DKU-68drfs-0002,2016/10/13
2016/07/08,145.0,1,DKU-dr172f-0001,2016/10/04
2016/07/08,265.0,3,DKU-ugozk8-0001,2016/11/07
2016/07/08,80.0,2,DKU-8sz0px-0001,2016/11/03
2016/07/08,265.0,3,DKU-vl2jh5-0002,2016/09/28
2016/07/08,85.0,2,DKU-5obp00-0001,2016/09/20
2016/07/09,115.0,2,DKU-grx1qg-0001,2016/10/21
2016/07/09,120.0,2,DKU-qjtuwn-0001,2016/10/20
2016/07/10,245.0,2,DKU-qpmcit-0002,2016/10/02
2016/07/10,130.0,1,DKU-aqg9wi-0002,2016/09/18
2016/07/10,65.0,3,DKU-5njcgd-0001,2016/12/01
2016/07/10,95.0,1,DKU-30szrq-0001,2016/09/26
2016/07/10,65.0,3,DKU-ske9i2-0001,2016/11/14
2016/07/11,135.0,2,DKU-a8zauf-0001,2016/11/19
2016/07/11,75.0,1,DKU-omtqhl-0002,2016/09/15
2016/07/12,258.0,2,DKU-5p4enp-0003,2016/09/16
2016/07/12,150.0,3,DKU-k5y6z0-0001,2016/10/03
2016/07/12,207.0,3,DKU-uqlz8g-0002,2016/10/17
2016/07/12,165.0,3,DKU-xfld42-0002,2016/10/01
2016/07/13,93.0,2,DKU-q8xt2l-0004,2016/10/15
2016/07/13,150.0,2,DKU-3xiilc-0002,2016/10/31
2016/07/13,95.0,1,DKU-lydxun-0001,2016/09/23
2016/07/13,132.0,1,DKU-di5zmk-0002,2016/10/06
2016/07/14,100.0,3,DKU-xcxs56-0001,2016/10/10
2016/07/14,115.0,2,DKU-swqk22-0002,2016/11/01
2016/07/14,267.0,1,DKU-mcb2lr-0003,2016/10/05
2016/07/14,55.0,2,DKU-v5p1lr-0001,2016/09/26
2016/07/15,195.0,2,DKU-nvcee8-0001,2016/10/06
2016/07/15,100.0,1,DKU-nqy2oo-0001,2016/10/22
2016/07/15,75.0,1,DKU-kmqicf-0002,2016/10/15
2016/07/15,145.0,3,DKU-gqjh8e-0001,2016/11/15
2016/07/15,80.0,1,DKU-xf5h8f-0001,2016/11/03
2016/07/16,60.0,2,DKU-67pyuk-0001,2016/11/03
2016/07/16,277.0,3,DKU-4hzzv8-0002,2016/09/22
2016/07/16,374.0,1,DKU-d7e1n9-0004,2016/10/07
2016/07/16,121.0,1,DKU-4n4m6j-0004,2016/09/29
2016/07/16,82.0,2,DKU-3fvrsr-0002,2016/09/29
2016/07/16,75.0,2,DKU-xhis9q-0002,2016/10/31
2016/07/16,100.0,1,DKU-0kb90s-0001,2016/11/09
2016/07/16,112.0,2,DKU-taosac-0002,2016/09/10
2016/07/17,167.0,2,DKU-tkbmka-0002,2016/10/17
2016/07/17,91.0,1,DKU-9qzz6s-0003,2016/08/29
2016/07/18,50.0,3,DKU-0nkxsa-0001,2016/11/17
2016/07/18,187.0,1,DKU-9nrpnu-0002,2016/10/24
2016/07/18,141.0,3,DKU-sm6fl3-0003,2016/10/31
2016/07/18,80.0,2,DKU-d4oquh-0001,2016/10/09
2016/07/18,50.0,1,DKU-0juc6z-0001,2016/11/04
2016/07/18,55.0,1,DKU-cmiqgm-0001,2016/11/04
2016/07/18,75.0,1,DKU-qo6yb6-0002,2016/10/12
2016/07/19,260.0,1,DKU-m18k7q-0002,2016/11/12
2016/07/19,122.0,3,DKU-338nu2-0002,2016/10/27
2016/07/19,147.0,3,DKU-aqfw01-0002,2016/10/04
2016/07/19,338.0,1,DKU-xnm8va-0003,2016/11/26
2016/07/19,55.0,2,DKU-xa4zy3-0001,2016/10/02
2016/07/20,75.0,3,DKU-si0osq-0001,2016/11/20
2016/07/20,75.0,1,DKU-3eyojm-0001,2016/10/23
2016/07/20,55.0,1,DKU-4d40bd-0001,2016/10/15
2016/07/21,75.0,2,DKU-p3tz0q-0002,2016/10/14
2016/07/21,170.0,2,DKU-nfwgeg-0001,2016/10/22
2016/07/22,97.0,1,DKU-lepfhl-0003,2016/10/10
2016/07/22,55.0,3,DKU-kewo0n-0001,2016/10/09
2016/07/22,75.0,3,DKU-mbr26t-0002,2016/11/05
2016/07/22,227.0,1,DKU-7ixhif-0002,2016/10/21
2016/07/22,80.0,2,DKU-r8mshr-0001,2016/10/11
2016/07/22,335.0,1,DKU-o88liv-0002,2016/11/27
2016/07/22,112.0,3,DKU-bl37nn-0002,2016/10/22
2016/07/23,170.0,3,DKU-onrlpx-0001,2016/10/21
2016/07/23,210.0,3,DKU-vkctzq-0001,2016/11/07
2016/07/23,75.0,2,DKU-sr01b4-0002,2016/10/28
2016/07/24,50.0,1,DKU-20xuwh-0001,2016/10/08
2016/07/24,245.0,2,DKU-y68wqy-0001,2016/10/31
2016/07/24,70.0,1,DKU-0wvqpi-0001,2016/11/07
2016/07/24,60.0,1,DKU-4u9e6j-0001,2016/10/14
2016/07/24,135.0,1,DKU-ibsmhl-0001,2016/10/27
2016/07/24,90.0,3,DKU-j06zal-0002,2016/10/11
2016/07/25,127.0,3,DKU-3hp8gp-0002,2016/11/18
2016/07/25,75.0,1,DKU-2ujbyw-0002,2016/10/13
2016/07/25,225.0,3,DKU-giig49-0001,2016/11/09
2016/07/25,50.0,2,DKU-vpiwuy-0001,2016/10/14
2016/07/26,110.0,2,DKU-d4rou0-0001,2016/12/02
2016/07/26,207.0,2,DKU-6t7lq8-0002,2016/11/28
2016/07/26,265.0,1,DKU-f907i3-0002,2016/11/02
2016/07/27,210.0,2,DKU-thqqh9-0001,2016/10/24
2016/07/27,50.0,2,DKU-e2nc5o-0001,2016/11/19
2016/07/27,75.0,2,DKU-st2ewp-0002,2016/10/21
2016/07/27,90.0,2,DKU-8jv53m-0001,2016/10/24
2016/07/28,55.0,2,DKU-ds36py-0001,2016/10/09
2016/07/28,215.0,3,DKU-g7m0sl-0001,2016/11/08
2016/07/28,70.0,2,DKU-uh9cqq-0001,2016/10/21
2016/07/31,82.0,1,DKU-57x0vy-0002,2016/10/25
2016/07/31,195.0,1,DKU-jzjhx4-0002,2017/01/02
2016/07/31,330.0,2,DKU-ek5v3t-0002,2016/10/13
2016/08/01,75.0,2,DKU-3frgzy-0002,2016/11/07
2016/08/01,95.0,1,DKU-eo5rbr-0001,2016/10/30
2016/08/01,370.0,2,DKU-uipiqv-0001,2016/12/01
2016/08/01,170.0,3,DKU-g4wjlt-0001,2016/11/02
2016/08/01,132.0,2,DKU-difynb-0002,2016/11/13
2016/08/02,50.0,2,DKU-6lf2ca-0001,2016/10/06
2016/08/02,50.0,3,DKU-vo7q1h-0001,2016/10/09
2016/08/02,87.0,2,DKU-afsygy-0002,2016/11/11
2016/08/03,125.0,2,DKU-9w7if6-0001,2016/10/26
2016/08/03,300.0,2,DKU-efyumx-0001,2016/11/11
2016/08/03,75.0,2,DKU-3hgpiw-0002,2016/11/15
2016/08/03,90.0,2,DKU-cwnrsu-0003,2016/10/29
2016/08/04,132.0,3,DKU-38wibt-0002,2016/11/02
2016/08/04,220.0,2,DKU-kiqnwh-0002,2016/10/27
2016/08/04,170.0,1,DKU-qd82jb-0002,2016/11/22
2016/08/04,155.0,1,DKU-l9kgwt-0002,2016/10/10
2016/08/05,250.0,2,DKU-xshrpa-0003,2016/11/11
2016/08/05,118.0,3,DKU-co972j-0003,2016/11/06
2016/08/05,75.0,1,DKU-1n3f6t-0002,2016/10/20
2016/08/06,292.0,1,DKU-f0pj50-0002,2016/11/18
2016/08/06,197.0,3,DKU-ap37w3-0002,2016/10/01
2016/08/06,257.0,1,DKU-lw4s9o-0002,2016/12/26
2016/08/07,100.0,1,DKU-neydws-0001,2016/10/31
2016/08/07,156.0,2,DKU-7s0qsy-0003,2016/12/16
2016/08/07,50.0,3,DKU-sqthug-0001,2016/11/05
2016/08/07,123.0,3,DKU-zj77d3-0003,2016/10/17
2016/08/08,91.0,3,DKU-ouo6e3-0003,2016/10/12
2016/08/08,60.0,2,DKU-dzjt6s-0001,2016/12/09
2016/08/08,92.0,1,DKU-yk6y6g-0002,2016/10/24
2016/08/08,157.0,1,DKU-whgmqo-0002,2016/10/10
2016/08/08,211.0,3,DKU-q5uzpa-0003,2016/11/20
2016/08/09,100.0,1,DKU-xjdm75-0003,2016/11/05
2016/08/09,85.0,2,DKU-azvhzi-0002,2016/11/12
2016/08/09,150.0,2,DKU-x1gw9p-0002,2016/12/23
2016/08/09,97.0,2,DKU-9lz5mr-0002,2016/11/10
2016/08/09,97.0,3,DKU-cjks1h-0003,2016/10/31
2016/08/10,65.0,3,DKU-xxue6e-0001,2016/10/24
2016/08/11,147.0,3,DKU-bkoev1-0002,2016/11/07
2016/08/11,200.0,2,DKU-qnzz2m-0001,2016/10/29
2016/08/11,150.0,2,DKU-v1g416-0001,2016/11/15
2016/08/11,276.0,3,DKU-4l3jc5-0003,2016/10/21
2016/08/11,102.0,2,DKU-9wk5w7-0002,2016/11/17
2016/08/11,580.0,3,DKU-i01pkt-0002,2016/12/20
2016/08/11,85.0,2,DKU-uy6rnq-0002,2016/11/18
2016/08/12,132.0,1,DKU-bwvvyj-0002,2016/11/07
2016/08/12,217.0,3,DKU-j2ffb7-0002,2016/11/21
2016/08/12,75.0,2,DKU-1i36dt-0002,2016/11/01
2016/08/12,167.0,2,DKU-7okai2-0002,2016/11/06
2016/08/12,130.0,3,DKU-r89ydm-0001,2016/11/11
2016/08/12,87.0,1,DKU-h1qk5h-0002,2016/12/03
2016/08/12,92.0,2,DKU-rv2t2j-0003,2016/11/20
2016/08/13,185.0,1,DKU-aw038g-0001,2016/10/07
2016/08/13,75.0,2,DKU-9ddrx2-0001,2016/11/24
2016/08/13,70.0,1,DKU-vrmwrm-0001,2016/11/25
2016/08/13,70.0,1,DKU-wlevnl-0001,2016/12/18
2016/08/13,160.0,2,DKU-cxg5mm-0003,2016/11/23
2016/08/13,90.0,3,DKU-inc2pr-0001,2016/10/17
2016/08/14,105.0,1,DKU-k2gptk-0002,2016/10/30
2016/08/14,60.0,1,DKU-1eh8dg-0001,2016/12/18
2016/08/14,170.0,1,DKU-uaajnf-0003,2016/11/11
2016/08/14,75.0,1,DKU-wf2b3k-0002,2016/10/21
2016/08/15,197.0,3,DKU-fur0zm-0002,2016/11/20
2016/08/15,475.0,1,DKU-77lnte-0002,2016/10/29
2016/08/15,210.0,2,DKU-jhouor-0001,2016/10/25
2016/08/15,97.0,3,DKU-uzhaen-0002,2016/11/25
2016/08/15,215.0,1,DKU-9nq63c-0002,2016/11/15
2016/08/15,113.0,2,DKU-2ywcbi-0003,2016/10/23
2016/08/16,50.0,3,DKU-b4agzh-0001,2016/10/22
2016/08/16,362.0,2,DKU-042acv-0002,2016/12/03
2016/08/16,113.0,1,DKU-305rtg-0004,2016/12/09
2016/08/16,100.0,2,DKU-ak9zru-0001,2016/11/07
2016/08/16,190.0,2,DKU-y3vd6g-0001,2016/11/05
2016/08/16,190.0,2,DKU-78cz57-0001,2016/11/12
2016/08/17,55.0,1,DKU-93ge9r-0001,2016/11/19
2016/08/17,270.0,3,DKU-uudrpo-0001,2016/11/02
2016/08/17,215.0,2,DKU-vrgfxv-0001,2016/10/28
2016/08/17,102.0,3,DKU-ykp24j-0002,2016/11/05
2016/08/17,185.0,2,DKU-gafx3x-0002,2016/10/22
2016/08/17,170.0,1,DKU-oabhcm-0002,2016/11/08
2016/08/18,50.0,3,DKU-l2o7qj-0001,2016/12/17
2016/08/18,150.0,1,DKU-xgrsjr-0002,2016/11/25
2016/08/18,195.0,1,DKU-vg8aom-0001,2016/11/12
2016/08/18,205.0,1,DKU-hnhd95-0002,2016/11/12
2016/08/19,50.0,2,DKU-za6pah-0001,2016/11/17
2016/08/20,70.0,3,DKU-4mkjk0-0001,2016/12/04
2016/08/20,145.0,3,DKU-1qpu8i-0001,2016/12/23
2016/08/20,305.0,3,DKU-g5ekem-0002,2016/12/24
2016/08/21,65.0,1,DKU-a00jm0-0001,2016/11/17
2016/08/21,50.0,1,DKU-ozbhhl-0001,2016/12/19
2016/08/21,105.0,3,DKU-evs869-0001,2016/11/17
2016/08/21,60.0,1,DKU-ay3qsy-0001,2016/10/27
2016/08/21,250.0,2,DKU-jswxv1-0002,2016/11/11
2016/08/22,350.0,3,DKU-2th87i-0002,2016/12/27
2016/08/22,137.0,3,DKU-uya5d3-0003,2016/12/09
2016/08/22,136.0,3,DKU-h7ty4k-0003,2016/12/08
2016/08/22,230.0,3,DKU-mnxvop-0001,2016/12/29
2016/08/22,105.0,3,DKU-av7d3r-0001,2016/12/02
2016/08/23,157.0,3,DKU-h40ap3-0002,2016/11/19
2016/08/23,152.0,2,DKU-eqqiq0-0002,2016/11/15
2016/08/23,190.0,2,DKU-700r28-0002,2016/12/07
2016/08/23,75.0,2,DKU-zsr6dz-0001,2016/12/03
2016/08/23,75.0,1,DKU-tcqyjy-0002,2016/11/28
2016/08/23,50.0,1,DKU-etbd4h-0001,2016/12/12
2016/08/24,230.0,1,DKU-rcwxt8-0001,2016/10/26
2016/08/24,428.0,2,DKU-6erqbc-0003,2016/11/20
2016/08/24,165.0,1,DKU-fdwszm-0002,2016/12/14
2016/08/24,160.0,3,DKU-uyug7e-0002,2016/12/31
2016/08/25,322.0,1,DKU-jqv021-0002,2016/12/16
2016/08/26,110.0,1,DKU-yzbes7-0002,2016/11/30
2016/08/26,60.0,2,DKU-8y41nh-0001,2016/11/17
2016/08/26,90.0,3,DKU-1x9zmw-0002,2016/10/28
2016/08/26,50.0,1,DKU-ckbqhw-0001,2016/12/04
2016/08/27,322.0,1,DKU-ygebit-0002,2016/12/15
2016/08/27,375.0,3,DKU-n2u86n-0003,2016/11/23
2016/08/27,80.0,3,DKU-ubhx5z-0002,2016/12/05
2016/08/31,301.0,2,DKU-aj2ceu-0003,2016/11/11
2016/09/01,185.0,3,DKU-3ae4jr-0002,2017/01/11
2016/09/01,316.0,3,DKU-9tjhp2-0003,2016/12/20
2016/09/01,90.0,3,DKU-9hnnzu-0003,2017/01/03
2016/09/01,247.0,3,DKU-hht3dd-0002,2016/12/12
2016/09/02,50.0,1,DKU-fflmwg-0001,2016/11/19
2016/09/02,140.0,2,DKU-zpcaby-0001,2016/12/04
2016/09/02,185.0,2,DKU-tfmnm0-0001,2016/11/26
2016/09/02,177.0,2,DKU-gbx48m-0002,2016/12/08
2016/09/03,215.0,1,DKU-7359ap-0001,2016/12/28
2016/09/03,115.0,3,DKU-shkgq1-0002,2016/11/16
2016/09/03,270.0,2,DKU-c5xmpo-0002,2016/12/21
2016/09/03,187.0,3,DKU-bhv7wg-0002,2017/01/01
2016/09/03,350.0,2,DKU-f72nja-0002,2016/12/07
2016/09/03,415.0,1,DKU-ee4h53-0002,2016/12/25
2016/09/03,270.0,3,DKU-purgkh-0001,2016/12/18
2016/09/03,75.0,1,DKU-4lx91b-0002,2017/01/01
2016/09/04,82.0,2,DKU-palsz1-0002,2016/11/27
2016/09/04,161.0,2,DKU-529e88-0003,2017/01/10
2016/09/04,162.0,3,DKU-1v8k13-0002,2016/11/22
2016/09/04,90.0,2,DKU-af4jl6-0003,2016/10/23
2016/09/04,185.0,1,DKU-iag9mz-0001,2016/12/28
2016/09/04,140.0,2,DKU-203cnj-0001,2017/01/06
2016/09/04,50.0,2,DKU-f15m8b-0001,2016/11/16
2016/09/04,287.0,1,DKU-gxp9dh-0002,2016/11/24
2016/09/05,106.0,2,DKU-2q57ux-0003,2016/12/13
2016/09/05,50.0,3,DKU-kt3n7p-0001,2016/12/13
2016/09/06,117.0,1,DKU-guhg61-0002,2016/12/12
2016/09/06,50.0,3,DKU-ua04s1-0001,2016/11/24
2016/09/06,75.0,2,DKU-fakvzn-0002,2016/11/17
2016/09/06,120.0,1,DKU-ujruz0-0001,2016/12/20
2016/09/06,50.0,2,DKU-vcjf8u-0001,2016/12/16
2016/09/06,302.0,1,DKU-bwbsri-0002,2016/12/28
2016/09/07,80.0,1,DKU-88dsmh-0001,2017/01/21
2016/09/07,110.0,2,DKU-wosjex-0002,2016/11/28
2016/09/08,135.0,2,DKU-iv6kg9-0001,2016/12/20
2016/09/08,80.0,1,DKU-qgzii1-0001,2017/01/03
2016/09/09,187.0,1,DKU-cgqpoe-0003,2016/11/25
2016/09/09,50.0,2,DKU-8u4d58-0001,2016/11/25
2016/09/09,110.0,3,DKU-ngqtdw-0002,2017/01/01
2016/09/09,50.0,1,DKU-srkgoi-0001,2016/11/25
2016/09/10,153.0,1,DKU-j2y8jo-0003,2016/12/23
2016/09/10,95.0,1,DKU-byxnya-0001,2016/11/14
2016/09/11,75.0,3,DKU-r9mrj5-0001,2016/12/02
2016/09/11,85.0,2,DKU-p3tsqx-0001,2016/12/07
2016/09/11,325.0,2,DKU-rso2h3-0001,2016/12/29
2016/09/11,310.0,1,DKU-n7uyjt-0003,2016/12/26
2016/09/12,80.0,3,DKU-z2p86q-0002,2016/12/02
2016/09/12,160.0,1,DKU-7g5vdr-0001,2016/12/27
2016/09/13,85.0,1,DKU-85631m-0001,2016/12/31
2016/09/13,310.0,1,DKU-uddisl-0002,2016/12/09
2016/09/13,75.0,3,DKU-09wbcm-0002,2016/12/13
2016/09/14,50.0,3,DKU-vwmh22-0001,2016/12/16
2016/09/14,50.0,2,DKU-cgcvxw-0001,2016/12/14
2016/09/15,75.0,1,DKU-o6rrzt-0002,2016/12/06
2016/09/15,103.0,3,DKU-cfpzo1-0003,2016/12/01
2016/09/15,120.0,1,DKU-hw8a05-0001,2016/12/19
2016/09/16,60.0,3,DKU-kms8wj-0001,2016/12/08
2016/09/16,263.0,3,DKU-9wetf8-0003,2016/11/09
2016/09/16,80.0,3,DKU-n0hs62-0002,2016/12/13
2016/09/16,140.0,1,DKU-gs3j8h-0002,2016/12/06
2016/09/16,162.0,1,DKU-ym33ux-0002,2016/12/14
2016/09/16,115.0,2,DKU-3gbcdd-0001,2017/02/09
2016/09/16,90.0,1,DKU-kiz5q2-0002,2016/12/24
2016/09/17,70.0,2,DKU-2msany-0001,2017/01/22
2016/09/17,85.0,1,DKU-bll3ve-0001,2016/12/25
2016/09/17,85.0,1,DKU-8yqf17-0001,2017/01/06
2016/09/17,146.0,2,DKU-a3x43p-0003,2016/12/25
2016/09/18,296.0,1,DKU-jr34gm-0003,2016/11/24
2016/09/19,70.0,2,DKU-x4iptr-0001,2016/12/22
2016/09/19,195.0,3,DKU-681hhs-0001,2017/01/12
2016/09/19,50.0,3,DKU-n5d2od-0001,2016/12/15
2016/09/19,115.0,3,DKU-fao8f2-0001,2017/01/13
2016/09/20,75.0,1,DKU-qnyvte-0002,2016/12/22
2016/09/20,100.0,1,DKU-d0tvgt-0001,2017/02/21
2016/09/20,87.0,1,DKU-6zawlq-0003,2016/12/21
2016/09/20,75.0,1,DKU-jk47po-0002,2016/11/25
2016/09/20,85.0,1,DKU-gb15fa-0002,2016/11/03
2016/09/21,130.0,3,DKU-rayeis-0001,2016/12/26
2016/09/21,145.0,2,DKU-87vkjh-0002,2016/12/24
2016/09/21,75.0,3,DKU-mtiqq0-0002,2016/12/29
2016/09/21,210.0,3,DKU-zbh32w-0002,2016/12/10
2016/09/21,135.0,1,DKU-620hqk-0001,2016/12/29
2016/09/22,137.0,1,DKU-phbden-0002,2016/12/06
2016/09/22,197.0,2,DKU-evg78a-0002,2016/12/08
2016/09/23,343.0,1,DKU-kllgwm-0003,2016/11/28
2016/09/23,130.0,3,DKU-ig3lp0-0001,2017/01/01
2016/09/23,197.0,3,DKU-ycq3se-0002,2017/01/02
2016/09/24,210.0,1,DKU-0h201z-0002,2016/12/27
2016/09/24,80.0,1,DKU-jhab0i-0002,2017/01/14
2016/09/24,75.0,1,DKU-0teamn-0001,2017/01/01
2016/09/25,145.0,2,DKU-dl92da-0001,2017/02/02
2016/09/25,65.0,2,DKU-j0zlz2-0001,2016/12/23
2016/09/25,75.0,3,DKU-84il16-0001,2016/12/10
2016/09/25,87.0,3,DKU-r3zw7i-0003,2017/01/01
2016/09/25,50.0,3,DKU-slwft5-0001,2016/12/04
2016/09/25,75.0,3,DKU-756qvl-0002,2016/12/29
2016/09/25,115.0,1,DKU-zok3ki-0001,2017/01/19
2016/09/26,55.0,3,DKU-edrarz-0001,2017/01/26
2016/09/26,100.0,2,DKU-2o3miv-0001,2016/12/12
2016/09/26,215.0,2,DKU-cyxfbh-0001,2017/02/09
2016/09/26,165.0,2,DKU-4w0vq4-0002,2016/12/05
2016/09/27,242.0,1,DKU-m9uu0p-0002,2016/12/22
2016/09/27,160.0,1,DKU-m8b63g-0001,2017/01/05
2016/09/27,200.0,1,DKU-b5c800-0001,2017/01/01
2016/09/27,220.0,3,DKU-357tiw-0001,2017/02/16
2016/09/28,55.0,2,DKU-879d7q-0001,2016/12/14
2016/09/28,125.0,1,DKU-cpdpv8-0001,2016/12/29
2016/09/28,260.0,2,DKU-j85p01-0001,2016/12/31
2016/09/30,282.0,1,DKU-kodhcp-0002,2017/01/28
2016/10/01,120.0,2,DKU-9sop9e-0001,2017/02/02
2016/10/02,50.0,2,DKU-xc09ie-0001,2017/01/13
2016/10/02,75.0,3,DKU-9l91yi-0002,2016/12/16
2016/10/03,90.0,1,DKU-vqol6v-0001,2016/12/30
